Sample name	title	source name	organism	idat file 1	idat file 2	subexperiment	CORIELL_ID	cell_line	donor_age	donor_sex	culture_oxygen	culture_agent	culture_pctFBS	expression_vector	subculture	population_doublings	days_in_culture	batch_date 	growth protocol	treatment protocol	molecule	label	platform
204088030121_R06C01	NFK1_8	Foreskin	Homo sapiens	204088030121_R06C01_Grn.idat	204088030121_R06C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	b	17.93021947	19	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030121_R07C01	NFK1_9	Foreskin	Homo sapiens	204088030121_R07C01_Grn.idat	204088030121_R07C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	c	18.02927094	19	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030121_R05C01	NFK1_10	Foreskin	Homo sapiens	204088030121_R05C01_Grn.idat	204088030121_R05C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	a	18.13812786	19	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088030121_R08C01	NFK1_11	Foreskin	Homo sapiens	204088030121_R08C01_Grn.idat	204088030121_R08C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	a	19.31916949	23	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R02C01	NFK1_12	Foreskin	Homo sapiens	204088010070_R02C01_Grn.idat	204088010070_R02C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	c	19.59347112	23	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R01C01	NFK1_13	Foreskin	Homo sapiens	204088010070_R01C01_Grn.idat	204088010070_R01C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	b	19.79897779	23	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R05C01	NFK1_14	Foreskin	Homo sapiens	204088010070_R05C01_Grn.idat	204088010070_R05C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	c	22.58710482	27	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R04C01	NFK1_15	Foreskin	Homo sapiens	204088010070_R04C01_Grn.idat	204088010070_R04C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	b	22.83079966	27	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R03C01	NFK1_16	Foreskin	Homo sapiens	204088010070_R03C01_Grn.idat	204088010070_R03C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	a	22.96014017	27	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R07C01	NFK1_17	Foreskin	Homo sapiens	204088010070_R07C01_Grn.idat	204088010070_R07C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	b	26.22170423	34	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R08C01	NFK1_18	Foreskin	Homo sapiens	204088010070_R08C01_Grn.idat	204088010070_R08C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	c	26.24222051	34	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
204088010070_R06C01	NFK1_19	Foreskin	Homo sapiens	204088010070_R06C01_Grn.idat	204088010070_R06C01_Red.idat	Baseline profiling	AG21837	Neonatal_foreskin_keratinocyte_1	0 years	male	Ambient	NA	Full	NA	a	26.27425262	34	02.20.20	Keratinocytes were maintained in serum-free human epidermal keratinocyte media on collagen IV-coated dishes. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620011_R01C01	NFF1_1	Foreskin	Homo sapiens	202253620011_R01C01_Grn.idat	202253620011_R01C01_Red.idat	Baseline profiling	AG21839	Neonatal_foreskin_fibroblast_1	0 years	male	Ambient	NA	Full	NA	NA	7.24092391	5	12.26.18	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620011_R02C01	NFF1_2	Foreskin	Homo sapiens	202253620011_R02C01_Grn.idat	202253620011_R02C01_Red.idat	Baseline profiling	AG21839	Neonatal_foreskin_fibroblast_1	0 years	male	Ambient	NA	Full	NA	b	9.274375062	7	12.26.18	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620011_R03C01	NFF1_3	Foreskin	Homo sapiens	202253620011_R03C01_Grn.idat	202253620011_R03C01_Red.idat	Baseline profiling	AG21839	Neonatal_foreskin_fibroblast_1	0 years	male	Ambient	NA	Full	NA	b	13.04862403	11	12.26.18	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620011_R04C01	NFF1_4	Foreskin	Homo sapiens	202253620011_R04C01_Grn.idat	202253620011_R04C01_Red.idat	Baseline profiling	AG21839	Neonatal_foreskin_fibroblast_1	0 years	male	Ambient	NA	Full	NA	b	15.63512487	14	12.26.18	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620011_R05C01	NFF1_5	Foreskin	Homo sapiens	202253620011_R05C01_Grn.idat	202253620011_R05C01_Red.idat	Baseline profiling	AG21839	Neonatal_foreskin_fibroblast_1	0 years	male	Ambient	NA	Full	NA	b	19.63936326	18	12.26.18	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620011_R06C01	NFF1_6	Foreskin	Homo sapiens	202253620011_R06C01_Grn.idat	202253620011_R06C01_Red.idat	Baseline profiling	AG21839	Neonatal_foreskin_fibroblast_1	0 years	male	Ambient	NA	Full	NA	b	24.19827774	24	12.26.18	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
202253620011_R07C01	NFF1_7	Foreskin	Homo sapiens	202253620011_R07C01_Grn.idat	202253620011_R07C01_Red.idat	Baseline profiling	AG21839	Neonatal_foreskin_fibroblast_1	0 years	male	Ambient	NA	Full	NA	b	26.75807705	28	12.26.18	Fibroblasts were maintained in Ham’s F12/DMEM 1:1 media supplemented with 10% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent.	NA	genomic DNA	Cy3 and Cy5	GPL23976
